precinct_key,district,district_geoid,district_name,intersect_area_m2,precinct_area_m2,area_weight,district_num,district_code,district_label,district_type,target_year,plan_id,plan_label,block_count,precinct_block_total,vap_count,precinct_vap_total,weight_source
LINCOLN - LS12,44,3744,State Senate District 44,,,1.0,44,44,SD-44,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),115,115,2050,2050,vap
LINCOLN - LW18,44,3744,State Senate District 44,,,1.0,44,44,SD-44,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),40,40,1333,1333,vap
LINCOLN - LW31,44,3744,State Senate District 44,,,1.0,44,44,SD-44,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),86,86,4371,4371,vap
LINCOLN - NB35,44,3744,State Senate District 44,,,1.0,44,44,SD-44,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),146,146,4432,4432,vap
LINCOLN - OB21,44,3744,State Senate District 44,,,1.0,44,44,SD-44,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),48,48,2398,2398,vap
LINCOLN - PC22,44,3744,State Senate District 44,,,1.0,44,44,SD-44,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),41,41,2919,2919,vap
LINCOLN - SL24,44,3744,State Senate District 44,,,1.0,44,44,SD-44,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),67,67,2083,2083,vap
LINCOLN - ST36,44,3744,State Senate District 44,,,1.0,44,44,SD-44,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),159,159,4177,4177,vap
LINCOLN - TA37,44,3744,State Senate District 44,,,1.0,44,44,SD-44,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),51,51,3984,3984,vap
LINCOLN - WP32,44,3744,State Senate District 44,,,1.0,44,44,SD-44,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),73,73,5759,5759,vap
MACON - 01,50,3750,State Senate District 50,,,1.0,50,50,SD-50,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),96,96,2796,2796,vap
MACON - 02,50,3750,State Senate District 50,,,1.0,50,50,SD-50,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),126,126,1712,1712,vap
MACON - 03,50,3750,State Senate District 50,,,1.0,50,50,SD-50,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),161,161,3062,3062,vap
MACON - 04,50,3750,State Senate District 50,,,1.0,50,50,SD-50,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),66,66,1738,1738,vap
MACON - 05,50,3750,State Senate District 50,,,1.0,50,50,SD-50,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),114,114,3086,3086,vap
MACON - 06,50,3750,State Senate District 50,,,1.0,50,50,SD-50,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),147,147,2502,2502,vap
MACON - 07,50,3750,State Senate District 50,,,1.0,50,50,SD-50,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),101,101,2429,2429,vap
MACON - 08,50,3750,State Senate District 50,,,1.0,50,50,SD-50,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),81,81,537,537,vap
MACON - 09,50,3750,State Senate District 50,,,1.0,50,50,SD-50,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),309,309,2790,2790,vap
MACON - 10,50,3750,State Senate District 50,,,1.0,50,50,SD-50,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),56,56,533,533,vap
MACON - 11,50,3750,State Senate District 50,,,1.0,50,50,SD-50,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),156,156,3404,3404,vap
MACON - 12,50,3750,State Senate District 50,,,1.0,50,50,SD-50,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),155,155,2168,2168,vap
MACON - 13,50,3750,State Senate District 50,,,1.0,50,50,SD-50,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),165,165,645,645,vap
MACON - 14,50,3750,State Senate District 50,,,1.0,50,50,SD-50,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),63,63,805,805,vap
MACON - 15,50,3750,State Senate District 50,,,1.0,50,50,SD-50,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),195,195,2134,2134,vap
MADISON - BEECH,47,3747,State Senate District 47,,,1.0,47,47,SD-47,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),135,135,2596,2596,vap
MADISON - EBBS C,47,3747,State Senate District 47,,,1.0,47,47,SD-47,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),81,81,1097,1097,vap
MADISON - GRAPEV,47,3747,State Senate District 47,,,1.0,47,47,SD-47,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),47,47,1186,1186,vap
MADISON - HOT SP,47,3747,State Senate District 47,,,1.0,47,47,SD-47,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),107,107,865,865,vap
MADISON - LAUREL,47,3747,State Senate District 47,,,1.0,47,47,SD-47,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),58,58,1083,1083,vap
MADISON - MARS H,47,3747,State Senate District 47,,,1.0,47,47,SD-47,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),186,186,4256,4256,vap
MADISON - NORTH,47,3747,State Senate District 47,,,1.0,47,47,SD-47,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),155,155,2359,2359,vap
MADISON - REVERE,47,3747,State Senate District 47,,,1.0,47,47,SD-47,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),18,18,301,301,vap
MADISON - SANDY,47,3747,State Senate District 47,,,1.0,47,47,SD-47,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),30,30,544,544,vap
MADISON - SOUTH,47,3747,State Senate District 47,,,1.0,47,47,SD-47,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),78,78,1024,1024,vap
MADISON - SPRING,47,3747,State Senate District 47,,,1.0,47,47,SD-47,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),78,78,786,786,vap
MADISON - WALNUT,47,3747,State Senate District 47,,,1.0,47,47,SD-47,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),76,76,1384,1384,vap
MARTIN - BG,2,3702,State Senate District 2,,,1.0,2,02,SD-02,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),63,63,1695,1695,vap
MARTIN - CR,2,3702,State Senate District 2,,,1.0,2,02,SD-02,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),73,73,1081,1081,vap
MARTIN - GRF,2,3702,State Senate District 2,,,1.0,2,02,SD-02,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),83,83,1388,1388,vap
MARTIN - GSN,2,3702,State Senate District 2,,,1.0,2,02,SD-02,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),102,102,981,981,vap
MARTIN - HMT,2,3702,State Senate District 2,,,1.0,2,02,SD-02,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),70,70,1237,1237,vap
MARTIN - JMV,2,3702,State Senate District 2,,,1.0,2,02,SD-02,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),136,136,2341,2341,vap
MARTIN - RBV,2,3702,State Senate District 2,,,1.0,2,02,SD-02,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),226,226,2357,2357,vap
MARTIN - WM1,2,3702,State Senate District 2,,,1.0,2,02,SD-02,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),198,198,3583,3583,vap
MARTIN - WM2,2,3702,State Senate District 2,,,1.0,2,02,SD-02,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),137,137,2952,2952,vap
MCDOWELL - CCREEK,46,3746,State Senate District 46,,,1.0,46,46,SD-46,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),76,76,2105,2105,vap
MCDOWELL - DYSART,46,3746,State Senate District 46,,,1.0,46,46,SD-46,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),93,93,2938,2938,vap
MCDOWELL - FORT 1,46,3746,State Senate District 46,,,1.0,46,46,SD-46,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),77,77,1463,1463,vap
MCDOWELL - FORT 2,46,3746,State Senate District 46,,,1.0,46,46,SD-46,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),108,108,2069,2069,vap
MCDOWELL - GLENWD,46,3746,State Senate District 46,,,1.0,46,46,SD-46,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),119,119,2109,2109,vap
MCDOWELL - HIGGIN,46,3746,State Senate District 46,,,1.0,46,46,SD-46,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),92,92,2646,2646,vap
MCDOWELL - M.COVE,46,3746,State Senate District 46,,,1.0,46,46,SD-46,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),34,34,1857,1857,vap
MCDOWELL - MAR 1,46,3746,State Senate District 46,,,1.0,46,46,SD-46,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),129,129,3333,3333,vap
MCDOWELL - MAR 2,46,3746,State Senate District 46,,,1.0,46,46,SD-46,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),60,60,1742,1742,vap
MCDOWELL - MAR 3,46,3746,State Senate District 46,,,1.0,46,46,SD-46,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),53,53,1165,1165,vap
MCDOWELL - MAR 4,46,3746,State Senate District 46,,,1.0,46,46,SD-46,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),85,85,1606,1606,vap
MCDOWELL - MAR 5,46,3746,State Senate District 46,,,1.0,46,46,SD-46,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),57,57,1328,1328,vap
MCDOWELL - N.COVE,46,3746,State Senate District 46,,,1.0,46,46,SD-46,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),109,109,934,934,vap
MCDOWELL - NEBO,46,3746,State Senate District 46,,,1.0,46,46,SD-46,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),98,98,2911,2911,vap
MCDOWELL - PLEASA,46,3746,State Senate District 46,,,1.0,46,46,SD-46,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),114,114,2320,2320,vap
MCDOWELL - T.COVE,46,3746,State Senate District 46,,,1.0,46,46,SD-46,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),77,77,970,970,vap
MCDOWELL - WEST M,46,3746,State Senate District 46,,,1.0,46,46,SD-46,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),125,125,4309,4309,vap
MECKLENBURG - 001,41,3741,State Senate District 41,,,1.0,41,41,SD-41,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),35,35,1687,1687,vap
MECKLENBURG - 002,41,3741,State Senate District 41,,,1.0,41,41,SD-41,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),86,86,3703,3703,vap
MECKLENBURG - 003,40,3740,State Senate District 40,,,1.0,40,40,SD-40,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),38,38,3622,3622,vap
MECKLENBURG - 004,40,3740,State Senate District 40,,,1.0,40,40,SD-40,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),34,34,3108,3108,vap
MECKLENBURG - 005,40,3740,State Senate District 40,,,1.0,40,40,SD-40,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),19,19,2587,2587,vap
MECKLENBURG - 006,40,3740,State Senate District 40,,,1.0,40,40,SD-40,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),31,31,3992,3992,vap
MECKLENBURG - 007,41,3741,State Senate District 41,,,1.0,41,41,SD-41,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),26,26,2340,2340,vap
MECKLENBURG - 008,42,3742,State Senate District 42,,,1.0,42,42,SD-42,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),38,38,2953,2953,vap
MECKLENBURG - 009,39,3739,State Senate District 39,,,1.0,39,39,SD-39,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),77,77,5902,5902,vap
MECKLENBURG - 010,39,3739,State Senate District 39,,,1.0,39,39,SD-39,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),60,60,2629,2629,vap
MECKLENBURG - 011,41,3741,State Senate District 41,,,1.0,41,41,SD-41,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),163,163,12783,12783,vap
MECKLENBURG - 012,41,3741,State Senate District 41,,,1.0,41,41,SD-41,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),74,74,3203,3203,vap
MECKLENBURG - 013,41,3741,State Senate District 41,,,1.0,41,41,SD-41,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),172,172,5547,5547,vap
MECKLENBURG - 014,41,3741,State Senate District 41,,,1.0,41,41,SD-41,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),98,98,3756,3756,vap
MECKLENBURG - 015,41,3741,State Senate District 41,,,1.0,41,41,SD-41,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),63,63,4544,4544,vap
MECKLENBURG - 016,41,3741,State Senate District 41,,,1.0,41,41,SD-41,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),54,54,3139,3139,vap
MECKLENBURG - 017,41,3741,State Senate District 41,,,1.0,41,41,SD-41,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),49,49,2571,2571,vap
MECKLENBURG - 018,42,3742,State Senate District 42,,,1.0,42,42,SD-42,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),22,22,1595,1595,vap
MECKLENBURG - 019,39,3739,State Senate District 39,,,1.0,39,39,SD-39,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),30,30,1813,1813,vap
MECKLENBURG - 020,39,3739,State Senate District 39,,,1.0,39,39,SD-39,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),37,37,2427,2427,vap
MECKLENBURG - 021,39,3739,State Senate District 39,,,1.0,39,39,SD-39,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),37,37,2509,2509,vap
MECKLENBURG - 022,41,3741,State Senate District 41,,,1.0,41,41,SD-41,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),117,117,11174,11174,vap
MECKLENBURG - 023,41,3741,State Senate District 41,,,1.0,41,41,SD-41,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),65,65,2628,2628,vap
MECKLENBURG - 024,41,3741,State Senate District 41,,,1.0,41,41,SD-41,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),87,87,3412,3412,vap
MECKLENBURG - 025,41,3741,State Senate District 41,,,1.0,41,41,SD-41,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),39,39,2340,2340,vap
MECKLENBURG - 026,38,3738,State Senate District 38,,,1.0,38,38,SD-38,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),73,73,4283,4283,vap
MECKLENBURG - 027,41,3741,State Senate District 41,,,1.0,41,41,SD-41,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),89,89,3599,3599,vap
MECKLENBURG - 028,41,3741,State Senate District 41,,,1.0,41,41,SD-41,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),51,51,2768,2768,vap
MECKLENBURG - 029,41,3741,State Senate District 41,,,1.0,41,41,SD-41,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),27,27,3031,3031,vap
MECKLENBURG - 030,41,3741,State Senate District 41,,,1.0,41,41,SD-41,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),102,102,4261,4261,vap
MECKLENBURG - 031,41,3741,State Senate District 41,,,1.0,41,41,SD-41,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),59,59,2742,2742,vap
MECKLENBURG - 032,42,3742,State Senate District 42,,,1.0,42,42,SD-42,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),27,27,1875,1875,vap
MECKLENBURG - 033,40,3740,State Senate District 40,,,1.0,40,40,SD-40,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),47,47,3742,3742,vap
MECKLENBURG - 034,40,3740,State Senate District 40,,,1.0,40,40,SD-40,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),52,52,3801,3801,vap
MECKLENBURG - 035,41,3741,State Senate District 41,,,1.0,41,41,SD-41,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),26,26,1846,1846,vap
MECKLENBURG - 036,41,3741,State Senate District 41,,,1.0,41,41,SD-41,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),34,34,2795,2795,vap
MECKLENBURG - 037,39,3739,State Senate District 39,,,1.0,39,39,SD-39,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),41,41,2619,2619,vap
MECKLENBURG - 038,39,3739,State Senate District 39,,,1.0,39,39,SD-39,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),26,26,3269,3269,vap
MECKLENBURG - 039,39,3739,State Senate District 39,,,1.0,39,39,SD-39,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),109,109,3290,3290,vap
MECKLENBURG - 040,41,3741,State Senate District 41,,,1.0,41,41,SD-41,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),53,53,3500,3500,vap
MECKLENBURG - 041,41,3741,State Senate District 41,,,1.0,41,41,SD-41,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),103,103,3445,3445,vap
MECKLENBURG - 042,41,3741,State Senate District 41,,,1.0,41,41,SD-41,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),58,58,3356,3356,vap
MECKLENBURG - 043,40,3740,State Senate District 40,,,1.0,40,40,SD-40,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),51,51,4560,4560,vap
MECKLENBURG - 044,41,3741,State Senate District 41,,,1.0,41,41,SD-41,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),58,58,1827,1827,vap
MECKLENBURG - 045,40,3740,State Senate District 40,,,1.0,40,40,SD-40,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),31,31,3093,3093,vap
MECKLENBURG - 046,41,3741,State Senate District 41,,,1.0,41,41,SD-41,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),29,29,3958,3958,vap
MECKLENBURG - 047,41,3741,State Senate District 41,,,1.0,41,41,SD-41,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),38,38,3142,3142,vap
MECKLENBURG - 048,42,3742,State Senate District 42,,,1.0,42,42,SD-42,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),30,30,1847,1847,vap
MECKLENBURG - 049,39,3739,State Senate District 39,,,1.0,39,39,SD-39,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),32,32,3085,3085,vap
MECKLENBURG - 050,39,3739,State Senate District 39,,,1.0,39,39,SD-39,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),45,45,2785,2785,vap
MECKLENBURG - 051,39,3739,State Senate District 39,,,1.0,39,39,SD-39,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),38,38,3232,3232,vap
MECKLENBURG - 052,39,3739,State Senate District 39,,,1.0,39,39,SD-39,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),78,78,2886,2886,vap
MECKLENBURG - 053,41,3741,State Senate District 41,,,1.0,41,41,SD-41,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),105,105,4174,4174,vap
MECKLENBURG - 054,41,3741,State Senate District 41,,,1.0,41,41,SD-41,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),104,104,3457,3457,vap
MECKLENBURG - 055,41,3741,State Senate District 41,,,1.0,41,41,SD-41,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),44,44,1974,1974,vap
MECKLENBURG - 056,41,3741,State Senate District 41,,,1.0,41,41,SD-41,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),64,64,2100,2100,vap
MECKLENBURG - 057,39,3739,State Senate District 39,,,1.0,39,39,SD-39,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),39,39,2525,2525,vap
MECKLENBURG - 058,39,3739,State Senate District 39,,,1.0,39,39,SD-39,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),52,52,3010,3010,vap
MECKLENBURG - 059,39,3739,State Senate District 39,,,1.0,39,39,SD-39,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),37,37,1931,1931,vap
MECKLENBURG - 060,40,3740,State Senate District 40,,,1.0,40,40,SD-40,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),33,33,2302,2302,vap
MECKLENBURG - 061,40,3740,State Senate District 40,,,1.0,40,40,SD-40,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),39,39,3223,3223,vap
MECKLENBURG - 062,40,3740,State Senate District 40,,,1.0,40,40,SD-40,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),31,31,3646,3646,vap
MECKLENBURG - 063,40,3740,State Senate District 40,,,1.0,40,40,SD-40,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),27,27,3454,3454,vap
MECKLENBURG - 064,40,3740,State Senate District 40,,,1.0,40,40,SD-40,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),23,23,1490,1490,vap
MECKLENBURG - 065,40,3740,State Senate District 40,,,1.0,40,40,SD-40,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),20,20,1480,1480,vap
MECKLENBURG - 066,41,3741,State Senate District 41,,,1.0,41,41,SD-41,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),25,25,1653,1653,vap
MECKLENBURG - 067,41,3741,State Senate District 41,,,1.0,41,41,SD-41,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),29,29,1618,1618,vap
MECKLENBURG - 068,40,3740,State Senate District 40,,,1.0,40,40,SD-40,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),13,13,2351,2351,vap
MECKLENBURG - 069,42,3742,State Senate District 42,,,1.0,42,42,SD-42,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),57,57,4284,4284,vap
MECKLENBURG - 070,42,3742,State Senate District 42,,,1.0,42,42,SD-42,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),21,21,2093,2093,vap
MECKLENBURG - 071,42,3742,State Senate District 42,,,1.0,42,42,SD-42,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),27,27,2298,2298,vap
MECKLENBURG - 072,39,3739,State Senate District 39,,,1.0,39,39,SD-39,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),19,19,1544,1544,vap
MECKLENBURG - 073,39,3739,State Senate District 39,,,1.0,39,39,SD-39,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),11,11,2028,2028,vap
MECKLENBURG - 074,42,3742,State Senate District 42,,,1.0,42,42,SD-42,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),43,43,3747,3747,vap
MECKLENBURG - 075,42,3742,State Senate District 42,,,1.0,42,42,SD-42,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),34,34,3565,3565,vap
MECKLENBURG - 076,42,3742,State Senate District 42,,,1.0,42,42,SD-42,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),35,35,3060,3060,vap
MECKLENBURG - 077,39,3739,State Senate District 39,,,1.0,39,39,SD-39,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),64,64,3958,3958,vap
