"precinct_id","vap_18plus","white_vap","black_vap","native_vap","asian_vap","white_vap_pct","black_vap_pct","native_vap_pct","asian_vap_pct","hispanic_vap","hispanic_vap_pct"
"JACKSON - GCK","1164","1076","11","23","7","92.44","0.95","1.98","0.6","",""
"JACKSON - GLV","2223","1942","1","19","4","87.36","0.04","0.85","0.18","",""
"JACKSON - QUA","4791","2012","27","2278","60","42.0","0.56","47.55","1.25","",""
"JACKSON - RIV","966","811","7","1","1","83.95","0.72","0.1","0.1","",""
"JACKSON - SAV","1208","1107","12","34","2","91.64","0.99","2.81","0.17","",""
"JACKSON - SCC","1922","1727","21","54","6","89.85","1.09","2.81","0.31","",""
"JACKSON - SDC","6732","5735","132","125","131","85.19","1.96","1.86","1.95","",""
"JACKSON - WEB","2298","2015","24","66","28","87.68","1.04","2.87","1.22","",""
"JOHNSTON - PR04","1486","954","247","7","3","64.2","16.62","0.47","0.2","",""
"JOHNSTON - PR07","3490","2625","406","7","26","75.21","11.63","0.2","0.74","",""
"JOHNSTON - PR08","2544","2111","144","16","11","82.98","5.66","0.63","0.43","",""
"JOHNSTON - PR09","6006","4327","892","39","94","72.04","14.85","0.65","1.57","",""
"JOHNSTON - PR10A","3835","2154","1045","33","49","56.17","27.25","0.86","1.28","",""
"JOHNSTON - PR10B","2945","2128","416","8","23","72.26","14.13","0.27","0.78","",""
"JOHNSTON - PR11A","3620","2337","746","16","33","64.56","20.61","0.44","0.91","",""
"JOHNSTON - PR11B","5931","3995","1113","29","92","67.36","18.77","0.49","1.55","",""
"JOHNSTON - PR12A","6063","4071","1224","48","125","67.14","20.19","0.79","2.06","",""
"JOHNSTON - PR12B","5362","3803","897","49","70","70.93","16.73","0.91","1.31","",""
"JOHNSTON - PR13","3375","2678","307","27","33","79.35","9.1","0.8","0.98","",""
"JOHNSTON - PR14","3006","2492","144","27","7","82.9","4.79","0.9","0.23","",""
"JOHNSTON - PR19","2221","1650","217","10","4","74.29","9.77","0.45","0.18","",""
"JOHNSTON - PR20","4551","2965","763","62","19","65.15","16.77","1.36","0.42","",""
"JOHNSTON - PR21","3439","2757","184","23","12","80.17","5.35","0.67","0.35","",""
"JOHNSTON - PR22","4130","2845","481","30","12","68.89","11.65","0.73","0.29","",""
"JOHNSTON - PR23A","5041","3785","482","91","27","75.08","9.56","1.81","0.54","",""
"JOHNSTON - PR23B","3898","2942","406","34","13","75.47","10.42","0.87","0.33","",""
"JOHNSTON - PR24","3261","1302","1112","32","18","39.93","34.1","0.98","0.55","",""
"JOHNSTON - PR25","3418","1500","860","43","9","43.89","25.16","1.26","0.26","",""
"JOHNSTON - PR26","3281","1349","1111","26","20","41.12","33.86","0.79","0.61","",""
"JOHNSTON - PR27A","2309","1278","585","7","55","55.35","25.34","0.3","2.38","",""
"JOHNSTON - PR27B","3809","2422","707","56","16","63.59","18.56","1.47","0.42","",""
"JOHNSTON - PR28","4951","3402","668","19","33","68.71","13.49","0.38","0.67","",""
"JOHNSTON - PR29A","6835","5200","738","37","95","76.08","10.8","0.54","1.39","",""
"JOHNSTON - PR29B","11649","8461","1786","54","181","72.63","15.33","0.46","1.55","",""
"JOHNSTON - PR30","5714","3415","1230","65","33","59.77","21.53","1.14","0.58","",""
"JOHNSTON - PR31A","3325","2491","421","10","37","74.92","12.66","0.3","1.11","",""
"JOHNSTON - PR31B","6885","4870","962","40","129","70.73","13.97","0.58","1.87","",""
"JOHNSTON - PR32","3656","2724","367","22","18","74.51","10.04","0.6","0.49","",""
"JOHNSTON - PR33","4816","3749","385","59","29","77.84","7.99","1.23","0.6","",""
"JOHNSTON - PR34","8073","4593","1882","51","88","56.89","23.31","0.63","1.09","",""
"JOHNSTON - PR35","5792","4238","886","41","38","73.17","15.3","0.71","0.66","",""
"JOHNSTON - PR36","3547","2670","468","20","14","75.27","13.19","0.56","0.39","",""
"JOHNSTON - PR37","5200","3769","540","61","4","72.48","10.38","1.17","0.08","",""
"JOHNSTON - PR38","2635","2116","126","27","0","80.3","4.78","1.02","0.0","",""
"JONES - P01","817","545","232","2","3","66.71","28.4","0.24","0.37","",""
"JONES - P02","513","425","64","1","0","82.85","12.48","0.19","0.0","",""
"JONES - P03","641","536","73","2","0","83.62","11.39","0.31","0.0","",""
"JONES - P04","2027","1385","526","16","11","68.33","25.95","0.79","0.54","",""
"JONES - P05","1425","673","658","14","9","47.23","46.18","0.98","0.63","",""
"JONES - P06","658","510","80","6","3","77.51","12.16","0.91","0.46","",""
"JONES - P07","1400","783","527","10","8","55.93","37.64","0.71","0.57","",""
"LEE - A1","6174","3213","1578","46","85","52.04","25.56","0.75","1.38","",""
"LEE - A2","7755","2791","2486","114","65","35.99","32.06","1.47","0.84","",""
"LEE - B1","2391","1813","357","9","14","75.83","14.93","0.38","0.59","",""
"LEE - B2","3097","1693","693","19","53","54.67","22.38","0.61","1.71","",""
"LEE - C1","7253","5681","752","36","56","78.33","10.37","0.5","0.77","",""
"LEE - C2","4736","3699","514","33","23","78.1","10.85","0.7","0.49","",""
"LEE - D1","4535","3445","491","28","98","75.96","10.83","0.62","2.16","",""
"LEE - D2","4171","3288","340","27","70","78.83","8.15","0.65","1.68","",""
"LEE - E1","3002","2407","257","28","18","80.18","8.56","0.93","0.6","",""
"LEE - E2","5278","3095","843","67","58","58.64","15.97","1.27","1.1","",""
"LENOIR - C","2580","1414","953","1","13","54.81","36.94","0.04","0.5","",""
"LENOIR - FC","4618","3147","1031","21","36","68.15","22.33","0.45","0.78","",""
"LENOIR - I","1967","1327","452","14","4","67.46","22.98","0.71","0.2","",""
"LENOIR - K1","958","39","867","0","0","4.07","90.5","0.0","0.0","",""
"LENOIR - K2","1069","87","948","0","1","8.14","88.68","0.0","0.09","",""
"LENOIR - K3","1490","400","998","4","16","26.85","66.98","0.27","1.07","",""
"LENOIR - K4","2877","1666","1033","6","42","57.91","35.91","0.21","1.46","",""
"LENOIR - K5","1607","484","1040","10","19","30.12","64.72","0.62","1.18","",""
"LENOIR - K6","2198","276","1801","8","16","12.56","81.94","0.36","0.73","",""
"LENOIR - K7","1912","342","1476","1","6","17.89","77.2","0.05","0.31","",""
"LENOIR - K8","912","34","844","1","0","3.73","92.54","0.11","0.0","",""
"LENOIR - K9","2102","758","1219","6","53","36.06","57.99","0.29","2.52","",""
"LENOIR - MH","4072","2127","1562","4","19","52.23","38.36","0.1","0.47","",""
"LENOIR - N","3591","2414","821","22","2","67.22","22.86","0.61","0.06","",""
"LENOIR - PH1","828","611","46","8","0","73.79","5.56","0.97","0.0","",""
"LENOIR - PH2","1619","1237","149","6","3","76.41","9.2","0.37","0.19","",""
"LENOIR - SH","842","650","98","6","3","77.2","11.64","0.71","0.36","",""
"LENOIR - SW","1167","945","133","3","4","80.98","11.4","0.26","0.34","",""
"LENOIR - T1","1577","1161","172","3","5","73.62","10.91","0.19","0.32","",""
"LENOIR - T2","1135","943","88","2","2","83.08","7.75","0.18","0.18","",""
"LENOIR - V","2552","1248","1096","15","8","48.9","42.95","0.59","0.31","",""
"LENOIR - W","1250","1082","72","4","1","86.56","5.76","0.32","0.08","",""
"LINCOLN - AS25","2899","2397","160","5","35","82.68","5.52","0.17","1.21","",""
"LINCOLN - BC13","2664","1730","394","22","35","64.94","14.79","0.83","1.31","",""
"LINCOLN - BS26","2393","1905","234","9","12","79.61","9.78","0.38","0.5","",""
"LINCOLN - CF19","1666","1503","24","6","23","90.22","1.44","0.36","1.38","",""
"LINCOLN - DN29","3507","3144","95","10","43","89.65","2.71","0.29","1.23","",""
"LINCOLN - DV08","3087","2817","38","6","14","91.25","1.23","0.19","0.45","",""
"LINCOLN - DW28","2975","2641","111","9","37","88.77","3.73","0.3","1.24","",""
"LINCOLN - HC33","4020","3572","77","4","20","88.86","1.92","0.1","0.5","",""
"LINCOLN - IS20","1874","1651","62","11","7","88.1","3.31","0.59","0.37","",""
"LINCOLN - IS23","2820","2317","250","20","12","82.16","8.87","0.71","0.43","",""
"LINCOLN - LB34","3345","2976","71","5","23","88.97","2.12","0.15","0.69","",""
"LINCOLN - LI14","1815","1544","106","1","12","85.07","5.84","0.06","0.66","",""
"LINCOLN - LN11","1904","1392","299","7","7","73.11","15.7","0.37","0.37","",""
"LINCOLN - LS12","2050","1494","276","7","15","72.88","13.46","0.34","0.73","",""
"LINCOLN - LW18","1333","1056","180","9","12","79.22","13.5","0.68","0.9","",""
"LINCOLN - LW31","4371","3907","192","15","41","89.38","4.39","0.34","0.94","",""
"LINCOLN - NB35","4432","4086","73","26","13","92.19","1.65","0.59","0.29","",""
"LINCOLN - OB21","2398","2149","63","5","13","89.62","2.63","0.21","0.54","",""
"LINCOLN - PC22","2919","2600","56","9","9","89.07","1.92","0.31","0.31","",""
"LINCOLN - SL24","2083","1723","106","10","5","82.72","5.09","0.48","0.24","",""
"LINCOLN - ST36","4134","3127","342","17","27","75.64","8.27","0.41","0.65","",""
"LINCOLN - TA37","3968","3491","164","24","45","87.98","4.13","0.6","1.13","",""
"LINCOLN - WP32","5759","5132","214","7","85","89.11","3.72","0.12","1.48","",""
"MACON - 01","2796","2405","41","19","39","86.02","1.47","0.68","1.39","",""
"MACON - 02","1712","1391","22","10","12","81.25","1.29","0.58","0.7","",""
"MACON - 03","3049","2587","34","19","23","84.85","1.12","0.62","0.75","",""
"MACON - 04","1738","1576","14","11","12","90.68","0.81","0.63","0.69","",""
"MACON - 05","3219","2733","28","23","15","84.9","0.87","0.71","0.47","",""
"MACON - 06","2505","2245","13","35","11","89.62","0.52","1.4","0.44","",""
"MACON - 07","2439","2251","9","18","20","92.29","0.37","0.74","0.82","",""
"MACON - 08","537","473","5","5","0","88.08","0.93","0.93","0.0","",""
"MACON - 09","2794","2535","7","6","23","90.73","0.25","0.21","0.82","",""
"MACON - 10","533","469","1","7","1","87.99","0.19","1.31","0.19","",""
"MACON - 11","3271","2934","5","10","15","89.7","0.15","0.31","0.46","",""
"MACON - 12","2168","2010","12","5","19","92.71","0.55","0.23","0.88","",""
"MACON - 13","645","592","0","5","1","91.78","0.0","0.78","0.16","",""
"MACON - 14","805","745","1","9","6","92.55","0.12","1.12","0.75","",""
"MACON - 15","2134","1976","10","9","8","92.6","0.47","0.42","0.37","",""
"MADISON - BEECH","2596","2424","6","12","13","93.37","0.23","0.46","0.5","",""
"MADISON - EBBS C","1097","1022","6","6","1","93.16","0.55","0.55","0.09","",""
"MADISON - GRAPEV","1183","1124","4","2","0","95.01","0.34","0.17","0.0","",""
"MADISON - HOT SP","865","798","2","0","4","92.25","0.23","0.0","0.46","",""
"MADISON - LAUREL","1083","1031","2","3","0","95.2","0.18","0.28","0.0","",""
"MADISON - MARS H","4259","3685","178","10","24","86.52","4.18","0.23","0.56","",""
"MADISON - NORTH","2359","2182","9","12","10","92.5","0.38","0.51","0.42","",""
"MADISON - REVERE","301","279","0","3","0","92.69","0.0","1.0","0.0","",""
"MADISON - SANDY","544","521","0","1","3","95.77","0.0","0.18","0.55","",""
"MADISON - SOUTH","1037","959","0","3","7","92.48","0.0","0.29","0.68","",""
"MADISON - SPRING","786","730","3","0","4","92.88","0.38","0.0","0.51","",""
"MADISON - WALNUT","1371","1294","0","8","10","94.38","0.0","0.58","0.73","",""
"MARTIN - BG","1695","1426","213","1","0","84.13","12.57","0.06","0.0","",""
"MARTIN - CR","1081","686","340","5","1","63.46","31.45","0.46","0.09","",""
"MARTIN - GRF","1388","1106","238","1","2","79.68","17.15","0.07","0.14","",""
"MARTIN - GSN","981","406","528","6","1","41.39","53.82","0.61","0.1","",""
"MARTIN - HMT","1237","564","600","8","1","45.59","48.5","0.65","0.08","",""
"MARTIN - JMV","2341","1619","585","6","3","69.16","24.99","0.26","0.13","",""
"MARTIN - RBV","2357","843","1359","3","7","35.77","57.66","0.13","0.3","",""
"MARTIN - WM1","3583","1668","1665","14","32","46.55","46.47","0.39","0.89","",""
"MARTIN - WM2","2952","1306","1491","10","27","44.24","50.51","0.34","0.91","",""
"MCDOWELL - CCREEK","2101","1993","15","11","10","94.86","0.71","0.52","0.48","",""
"MCDOWELL - DYSART","2938","2655","36","11","65","90.37","1.23","0.37","2.21","",""
"MCDOWELL - FORT 1","1500","1352","52","10","9","90.13","3.47","0.67","0.6","",""
"MCDOWELL - FORT 2","2073","1841","86","12","5","88.81","4.15","0.58","0.24","",""
"MCDOWELL - GLENWD","2109","1943","22","6","25","92.13","1.04","0.28","1.19","",""
"MCDOWELL - HIGGIN","2646","1996","486","16","12","75.43","18.37","0.6","0.45","",""
"MCDOWELL - M.COVE","1857","1755","9","7","5","94.51","0.48","0.38","0.27","",""
"MCDOWELL - MAR 1","3333","2913","98","7","29","87.4","2.94","0.21","0.87","",""
"MCDOWELL - MAR 2","1742","1333","230","6","11","76.52","13.2","0.34","0.63","",""
"MCDOWELL - MAR 3","1165","977","21","4","10","83.86","1.8","0.34","0.86","",""
"MCDOWELL - MAR 4","1606","1213","38","12","20","75.53","2.37","0.75","1.25","",""
"MCDOWELL - MAR 5","1328","1189","17","11","15","89.53","1.28","0.83","1.13","",""
"MCDOWELL - N.COVE","934","869","11","1","6","93.04","1.18","0.11","0.64","",""
"MCDOWELL - NEBO","2911","2635","91","15","31","90.52","3.13","0.52","1.06","",""
"MCDOWELL - PLEASA","2283","2086","32","19","11","91.37","1.4","0.83","0.48","",""
"MCDOWELL - T.COVE","970","902","5","0","5","92.99","0.52","0.0","0.52","",""
"MCDOWELL - WEST M","4309","3720","202","10","35","86.33","4.69","0.23","0.81","",""
"MECKLENBURG - 001","1687","1485","80","4","45","88.03","4.74","0.24","2.67","",""
"MECKLENBURG - 002","3703","2656","628","2","137","71.73","16.96","0.05","3.7","",""
"MECKLENBURG - 003","3622","680","1618","36","169","18.77","44.67","0.99","4.67","",""
"MECKLENBURG - 004","3108","854","1215","13","156","27.48","39.09","0.42","5.02","",""
"MECKLENBURG - 005","2587","848","952","23","72","32.78","36.8","0.89","2.78","",""
"MECKLENBURG - 006","3992","900","1817","27","330","22.55","45.52","0.68","8.27","",""
"MECKLENBURG - 007","2340","1495","532","10","77","63.89","22.74","0.43","3.29","",""
"MECKLENBURG - 008","2953","2563","189","13","60","86.79","6.4","0.44","2.03","",""
"MECKLENBURG - 009","5902","4584","618","10","275","77.67","10.47","0.17","4.66","",""
"MECKLENBURG - 010","2629","2333","58","0","91","88.74","2.21","0.0","3.46","",""
"MECKLENBURG - 011","12783","8177","2567","24","931","63.97","20.08","0.19","7.28","",""
"MECKLENBURG - 012","3203","792","2086","18","83","24.73","65.13","0.56","2.59","",""
"MECKLENBURG - 013","5547","2914","1775","14","357","52.53","32.0","0.25","6.44","",""
"MECKLENBURG - 014","3756","1991","1300","14","161","53.01","34.61","0.37","4.29","",""
"MECKLENBURG - 015","4544","3764","309","20","113","82.83","6.8","0.44","2.49","",""
"MECKLENBURG - 016","3139","102","2750","4","35","3.25","87.61","0.13","1.12","",""
"MECKLENBURG - 017","2571","668","1554","3","67","25.98","60.44","0.12","2.61","",""
"MECKLENBURG - 018","1595","1514","9","3","14","94.92","0.56","0.19","0.88","",""
"MECKLENBURG - 019","1813","1618","37","8","35","89.24","2.04","0.44","1.93","",""
"MECKLENBURG - 020","2427","2141","43","1","101","88.22","1.77","0.04","4.16","",""
"MECKLENBURG - 021","2509","1978","244","6","76","78.84","9.72","0.24","3.03","",""
"MECKLENBURG - 022","11174","8193","1688","12","474","73.32","15.11","0.11","4.24","",""
"MECKLENBURG - 023","2628","905","1346","15","58","34.44","51.22","0.57","2.21","",""
"MECKLENBURG - 024","3412","1039","1975","10","45","30.45","57.88","0.29","1.32","",""
"MECKLENBURG - 025","2340","109","2033","3","15","4.66","86.88","0.13","0.64","",""
"MECKLENBURG - 026","4283","607","2763","23","140","14.17","64.51","0.54","3.27","",""
"MECKLENBURG - 027","3599","505","2354","27","47","14.03","65.41","0.75","1.31","",""
"MECKLENBURG - 028","2768","1004","1225","19","96","36.27","44.26","0.69","3.47","",""
"MECKLENBURG - 029","3031","1527","668","21","58","50.38","22.04","0.69","1.91","",""
"MECKLENBURG - 030","4261","3165","475","22","161","74.28","11.15","0.52","3.78","",""
"MECKLENBURG - 031","2742","279","2159","19","31","10.18","78.74","0.69","1.13","",""
"MECKLENBURG - 032","1875","1764","8","4","23","94.08","0.43","0.21","1.23","",""
"MECKLENBURG - 033","3742","1421","902","31","139","37.97","24.1","0.83","3.71","",""
"MECKLENBURG - 034","3801","2071","926","20","170","54.49","24.36","0.53","4.47","",""
"MECKLENBURG - 035","1846","1443","175","7","81","78.17","9.48","0.38","4.39","",""
"MECKLENBURG - 036","2795","2300","177","1","126","82.29","6.33","0.04","4.51","",""
"MECKLENBURG - 037","2619","2201","90","9","88","84.04","3.44","0.34","3.36","",""
"MECKLENBURG - 038","3269","1935","623","37","95","59.19","19.06","1.13","2.91","",""
"MECKLENBURG - 039","3290","251","2406","42","121","7.63","73.13","1.28","3.68","",""
"MECKLENBURG - 040","3500","477","2267","16","264","13.63","64.77","0.46","7.54","",""
"MECKLENBURG - 041","3445","439","2295","42","231","12.74","66.62","1.22","6.71","",""
"MECKLENBURG - 042","3356","180","2326","15","59","5.36","69.31","0.45","1.76","",""
"MECKLENBURG - 043","4560","848","2271","30","212","18.6","49.8","0.66","4.65","",""
"MECKLENBURG - 044","1827","1433","187","4","38","78.43","10.24","0.22","2.08","",""
"MECKLENBURG - 045","3093","1119","816","44","336","36.18","26.38","1.42","10.86","",""
"MECKLENBURG - 046","3958","1935","1030","34","151","48.89","26.02","0.86","3.82","",""
"MECKLENBURG - 047","3142","2536","304","5","109","80.71","9.68","0.16","3.47","",""
"MECKLENBURG - 048","1847","1658","43","5","70","89.77","2.33","0.27","3.79","",""
"MECKLENBURG - 049","3085","2548","185","4","114","82.59","6.0","0.13","3.7","",""
"MECKLENBURG - 050","2785","1619","346","41","72","58.13","12.42","1.47","2.59","",""
"MECKLENBURG - 051","3232","2446","354","35","106","75.68","10.95","1.08","3.28","",""
"MECKLENBURG - 052","2886","293","2197","26","26","10.15","76.13","0.9","0.9","",""
"MECKLENBURG - 053","4174","460","2715","30","206","11.02","65.05","0.72","4.94","",""
"MECKLENBURG - 054","3457","635","2479","19","58","18.37","71.71","0.55","1.68","",""
"MECKLENBURG - 055","1974","112","1617","5","27","5.67","81.91","0.25","1.37","",""
"MECKLENBURG - 056","2100","156","1717","6","68","7.43","81.76","0.29","3.24","",""
"MECKLENBURG - 057","2525","2054","230","9","90","81.35","9.11","0.36","3.56","",""
"MECKLENBURG - 058","2752","1871","273","15","207","67.99","9.92","0.55","7.52","",""
"MECKLENBURG - 059","1931","1177","75","40","62","60.95","3.88","2.07","3.21","",""
"MECKLENBURG - 060","2302","224","1548","9","62","9.73","67.25","0.39","2.69","",""
"MECKLENBURG - 061","3223","1521","886","32","203","47.19","27.49","0.99","6.3","",""
"MECKLENBURG - 062","3646","618","1439","57","445","16.95","39.47","1.56","12.21","",""
"MECKLENBURG - 063","3454","750","1115","33","318","21.71","32.28","0.96","9.21","",""
"MECKLENBURG - 064","1490","763","363","14","137","51.21","24.36","0.94","9.19","",""
"MECKLENBURG - 065","1480","1212","90","0","72","81.89","6.08","0.0","4.86","",""
"MECKLENBURG - 066","1653","1357","104","3","65","82.09","6.29","0.18","3.93","",""
"MECKLENBURG - 067","1618","1349","80","7","51","83.37","4.94","0.43","3.15","",""
"MECKLENBURG - 068","2351","1165","740","9","95","49.55","31.48","0.38","4.04","",""
"MECKLENBURG - 069","4284","3514","259","8","219","82.03","6.05","0.19","5.11","",""
"MECKLENBURG - 070","2093","1916","30","2","47","91.54","1.43","0.1","2.25","",""
"MECKLENBURG - 071","2298","1717","181","7","197","74.72","7.88","0.3","8.57","",""
"MECKLENBURG - 072","1544","1325","80","6","57","85.82","5.18","0.39","3.69","",""
"MECKLENBURG - 073","2028","1520","188","6","146","74.95","9.27","0.3","7.2","",""
"MECKLENBURG - 074","3747","3144","230","5","158","83.91","6.14","0.13","4.22","",""
"MECKLENBURG - 075","3565","3078","119","5","184","86.34","3.34","0.14","5.16","",""
"MECKLENBURG - 076","3060","2610","147","11","68","85.29","4.8","0.36","2.22","",""
"MECKLENBURG - 077","3958","477","1783","73","98","12.05","45.05","1.84","2.48","",""
"MECKLENBURG - 078.1","3937","1480","1147","36","474","37.59","29.13","0.91","12.04","",""
"MECKLENBURG - 079","3028","717","1247","25","337","23.68","41.18","0.83","11.13","",""
"MECKLENBURG - 080","4648","1217","2220","35","342","26.18","47.76","0.75","7.36","",""
"MECKLENBURG - 081","5631","1039","3142","57","375","18.45","55.8","1.01","6.66","",""
"MECKLENBURG - 082","6509","644","3135","90","158","9.89","48.16","1.38","2.43","",""
"MECKLENBURG - 083","4521","1518","1615","70","307","33.58","35.72","1.55","6.79","",""
"MECKLENBURG - 084","3729","833","1541","62","242","22.34","41.32","1.66","6.49","",""
"MECKLENBURG - 085","2858","1866","576","17","66","65.29","20.15","0.59","2.31","",""
"MECKLENBURG - 086","1943","1778","32","0","65","91.51","1.65","0.0","3.35","",""
"MECKLENBURG - 087","3537","2195","449","24","142","62.06","12.69","0.68","4.01","",""
"MECKLENBURG - 088","3396","2232","442","17","119","65.72","13.02","0.5","3.5","",""
"MECKLENBURG - 089","7649","2632","3344","56","202","34.41","43.72","0.73","2.64","",""
"MECKLENBURG - 090","1762","1384","112","0","86","78.55","6.36","0.0","4.88","",""
"MECKLENBURG - 091","4721","3656","272","13","476","77.44","5.76","0.28","10.08","",""
"MECKLENBURG - 092","3357","2429","346","13","150","72.36","10.31","0.39","4.47","",""
"MECKLENBURG - 093","1918","1519","82","7","78","79.2","4.28","0.36","4.07","",""
"MECKLENBURG - 094","2619","927","803","44","220","35.4","30.66","1.68","8.4","",""
"MECKLENBURG - 095","2722","603","1372","21","134","22.15","50.4","0.77","4.92","",""
"MECKLENBURG - 096","2475","1780","350","10","69","71.92","14.14","0.4","2.79","",""
"MECKLENBURG - 097","2143","690","920","27","40","32.2","42.93","1.26","1.87","",""
"MECKLENBURG - 098","6069","934","1794","203","158","15.39","29.56","3.34","2.6","",""
"MECKLENBURG - 099","3890","1094","1740","37","91","28.12","44.73","0.95","2.34","",""
"MECKLENBURG - 100","3233","2412","263","10","279","74.61","8.13","0.31","8.63","",""
"MECKLENBURG - 101","3044","2175","408","7","99","71.45","13.4","0.23","3.25","",""
"MECKLENBURG - 102","6185","2472","1968","59","372","39.97","31.82","0.95","6.01","",""
"MECKLENBURG - 103","3317","2809","116","4","143","84.68","3.5","0.12","4.31","",""
"MECKLENBURG - 104","4221","629","2362","47","244","14.9","55.96","1.11","5.78","",""
"MECKLENBURG - 105","7559","2855","3210","38","470","37.77","42.47","0.5","6.22","",""
"MECKLENBURG - 106","1739","1534","51","3","42","88.21","2.93","0.17","2.42","",""
"MECKLENBURG - 107.1","4261","975","2486","29","197","22.88","58.34","0.68","4.62","",""
"MECKLENBURG - 108","4141","740","1605","47","397","17.87","38.76","1.13","9.59","",""
"MECKLENBURG - 109","3233","2732","200","3","102","84.5","6.19","0.09","3.15","",""
"MECKLENBURG - 110","1462","1190","110","0","33","81.4","7.52","0.0","2.26","",""
"MECKLENBURG - 111","3400","2807","244","10","110","82.56","7.18","0.29","3.24","",""
"MECKLENBURG - 112","2317","1890","96","3","175","81.57","4.14","0.13","7.55","",""
"MECKLENBURG - 113","3548","2837","195","4","279","79.96","5.5","0.11","7.86","",""
"MECKLENBURG - 114","3030","2564","171","7","48","84.62","5.64","0.23","1.58","",""
"MECKLENBURG - 115","2217","763","675","33","122","34.42","30.45","1.49","5.5","",""
"MECKLENBURG - 116","2090","443","972","48","104","21.2","46.51","2.3","4.98","",""
"MECKLENBURG - 117","2967","973","1312","24","78","32.79","44.22","0.81","2.63","",""
"MECKLENBURG - 118","3581","2395","337","12","496","66.88","9.41","0.34","13.85","",""
"MECKLENBURG - 119","1902","1585","146","6","84","83.33","7.68","0.32","4.42","",""
"MECKLENBURG - 120","4993","1136","1617","57","202","22.75","32.39","1.14","4.05","",""
"MECKLENBURG - 121","4001","3254","203","10","228","81.33","5.07","0.25","5.7","",""
"MECKLENBURG - 122","6996","2879","2255","54","433","41.15","32.23","0.77","6.19","",""
"MECKLENBURG - 123","2922","700","1392","32","145","23.96","47.64","1.1","4.96","",""
"MECKLENBURG - 124","3309","612","1749","38","166","18.5","52.86","1.15","5.02","",""
"MECKLENBURG - 125","1798","538","594","12","143","29.92","33.04","0.67","7.95","",""
"MECKLENBURG - 126","4811","984","2543","50","731","20.45","52.86","1.04","15.19","",""
"MECKLENBURG - 127","4789","4240","122","9","118","88.54","2.55","0.19","2.46","",""
"MECKLENBURG - 128","3291","1633","1126","5","162","49.62","34.21","0.15","4.92","",""
"MECKLENBURG - 129","2172","924","569","28","90","42.54","26.2","1.29","4.14","",""
"MECKLENBURG - 130","2791","780","867","23","548","27.95","31.06","0.82","19.63","",""
"MECKLENBURG - 131","1817","1574","63","2","64","86.63","3.47","0.11","3.52","",""
"MECKLENBURG - 132","3378","947","937","57","167","28.03","27.74","1.69","4.94","",""
"MECKLENBURG - 133","5380","4300","414","7","226","79.93","7.7","0.13","4.2","",""
"MECKLENBURG - 134","8400","6007","1074","27","269","71.51","12.79","0.32","3.2","",""
"MECKLENBURG - 135","11091","2056","6706","55","314","18.54","60.46","0.5","2.83","",""
"MECKLENBURG - 136","2747","2357","108","15","91","85.8","3.93","0.55","3.31","",""
"MECKLENBURG - 137","7087","4417","479","14","1606","62.33","6.76","0.2","22.66","",""
"MECKLENBURG - 138","5444","1415","2114","37","520","25.99","38.83","0.68","9.55","",""
"MECKLENBURG - 139.1","4068","2716","380","13","546","66.76","9.34","0.32","13.42","",""
"MECKLENBURG - 140","7084","4097","709","13","1509","57.83","10.01","0.18","21.3","",""
"MECKLENBURG - 141","10455","5291","2836","133","1461","50.61","27.13","1.27","13.97","",""
"MECKLENBURG - 142","7376","5705","719","29","301","77.35","9.75","0.39","4.08","",""
"MECKLENBURG - 143","6089","4724","499","13","315","77.58","8.2","0.21","5.17","",""
"MECKLENBURG - 144","4008","2926","321","8","430","73.0","8.01","0.2","10.73","",""
"MECKLENBURG - 145","10928","5645","3589","23","643","51.66","32.84","0.21","5.88","",""
"MECKLENBURG - 146","6320","1104","3392","33","1102","17.47","53.67","0.52","17.44","",""
"MECKLENBURG - 147","6753","1500","2246","96","1246","22.21","33.26","1.42","18.45","",""
"MECKLENBURG - 148","13593","7043","1621","31","3442","51.81","11.93","0.23","25.32","",""
"MECKLENBURG - 149","6988","1593","3728","26","404","22.8","53.35","0.37","5.78","",""
"MECKLENBURG - 150","3960","1698","1694","14","113","42.88","42.78","0.35","2.85","",""
"MECKLENBURG - 151","6031","2008","2798","36","395","33.29","46.39","0.6","6.55","",""
"MECKLENBURG - 200","3423","1794","538","27","158","52.41","15.72","0.79","4.62","",""
"MECKLENBURG - 201","9286","3433","3695","91","239","36.97","39.79","0.98","2.57","",""
"MECKLENBURG - 202","9925","7865","882","23","241","79.24","8.89","0.23","2.43","",""
"MECKLENBURG - 203","8124","2017","4112","37","246","24.83","50.62","0.46","3.03","",""
"MECKLENBURG - 204.1","6170","1472","3613","33","296","23.86","58.56","0.53","4.8","",""
"MECKLENBURG - 205","4440","1597","1889","13","203","35.97","42.55","0.29","4.57","",""
"MECKLENBURG - 206","7696","6255","506","37","302","81.28","6.57","0.48","3.92","",""
"MECKLENBURG - 207","6155","4557","543","18","162","74.04","8.82","0.29","2.63","",""
"MECKLENBURG - 208","4998","4453","146","9","126","89.1","2.92","0.18","2.52","",""
"MECKLENBURG - 209","5178","3709","778","21","108","71.63","15.03","0.41","2.09","",""
"MECKLENBURG - 210","7115","971","4859","31","203","13.65","68.29","0.44","2.85","",""
