line_year,year,chamber,contest,file,district,baseline_usable,baseline_statewide_vote_ratio,candidate_statewide_complete,production_margin_pct,staged_margin_pct,staged_minus_production_pp,production_winner,staged_winner,winner_flip,production_total_votes,staged_total_votes,staged_minus_production_votes,linked_urban_votes,linked_urban_share_of_staged_pct,direct_vtd_linked_votes,historical_plan_cell_linked_votes,historical_plan_cell_share_pct,top_linked_urban_counties,linkage_method_mix,disposition,reason,rank_score
2024,2004,state_house,president,state_house_president_2004.json,37,True,0.999897,True,33.1,26.75,-6.35,REP,REP,False,21549,22361,812,15506,69.34,11467,4039,26.05,WAKE:15506 (100.0%),direct_sf1_vtd:11467 (74.0%); historical_plan_cell:4039 (26.0%),map_inspection,Margin changes by at least five percentage points.,7.1036
2024,2004,state_house,president,state_house_president_2004.json,99,True,0.999897,True,-36.52,-38.96,-2.44,DEM,DEM,False,14027,17257,3230,11403,66.08,10582,822,7.21,MECKLENBURG:11403 (100.0%),direct_sf1_vtd:10582 (92.8%); historical_plan_cell:822 (7.2%),review,Margin changes by two to five percentage points.,7.0454
2022,2004,state_house,president,state_house_president_2004.json,39,True,1.000002,True,6.81,1.54,-5.27,REP,REP,False,22115,20204,-1911,13853,68.57,8958,4895,35.33,WAKE:13853 (100.0%),direct_sf1_vtd:8958 (64.7%); historical_plan_cell:4895 (35.3%),map_inspection,Margin changes by at least five percentage points.,6.9982
2022,2002,state_house,us_senate,state_house_us_senate_2002.json,18,True,1.0,True,-6.45,-1.67,4.78,DEM,DEM,False,17404,19312,1908,19455,100.74,17224,2231,11.47,NEW HANOVER:19455 (100.0%),direct_sf1_vtd:17224 (88.5%); historical_plan_cell:2231 (11.5%),review,Margin changes by two to five percentage points.,6.9726
2024,2004,state_house,president,state_house_president_2004.json,49,True,0.999897,True,-11.26,-15.26,-4.0,DEM,DEM,False,35847,30590,-5257,20832,68.1,19485,1347,6.47,WAKE:20832 (100.0%),direct_sf1_vtd:19485 (93.5%); historical_plan_cell:1347 (6.5%),review,Margin changes by two to five percentage points.,6.933
2024,2004,state_house,governor,state_house_governor_2004.json,45,True,0.999996,True,-22.99,-16.28,6.71,DEM,DEM,False,16630,16650,20,7223,43.38,4776,2447,33.87,CUMBERLAND:7223 (100.0%),direct_sf1_vtd:4776 (66.1%); historical_plan_cell:2447 (33.9%),map_inspection,Margin changes by at least five percentage points.,6.7341
2024,2004,state_house,president,state_house_president_2004.json,36,True,0.999897,True,25.53,22.37,-3.16,REP,REP,False,18635,21959,3324,15197,69.21,12482,2714,17.86,WAKE:15197 (100.0%),direct_sf1_vtd:12482 (82.1%); historical_plan_cell:2714 (17.9%),review,Margin changes by two to five percentage points.,6.7275
2024,2004,state_house,president,state_house_president_2004.json,83,True,0.999897,True,44.42,42.07,-2.35,REP,REP,False,26755,32598,5843,0,0.0,0,0,0.0,,,review,Margin changes by two to five percentage points.,6.7178
2024,2004,state_house,president,state_house_president_2004.json,44,True,0.999897,True,-1.12,-3.73,-2.61,DEM,DEM,False,41742,33170,-8572,23453,70.7,17235,6218,26.51,CUMBERLAND:23453 (100.0%),direct_sf1_vtd:17235 (73.5%); historical_plan_cell:6218 (26.5%),review,Margin changes by two to five percentage points.,6.7171
2022,2004,state_house,president,state_house_president_2004.json,62,True,1.000002,True,21.82,25.25,3.43,REP,REP,False,28221,32854,4633,19751,60.12,16552,3198,16.19,GUILFORD:19751 (100.0%),direct_sf1_vtd:16552 (83.8%); historical_plan_cell:3198 (16.2%),review,Margin changes by two to five percentage points.,6.7134
2024,2004,state_senate,president,state_senate_president_2004.json,20,True,0.999999,True,-23.43,-25.54,-2.11,DEM,DEM,False,56957,70008,13051,2,0.0,0,2,100.0,WAKE:2 (100.0%),historical_plan_cell:2 (100.0%),review,Margin changes by two to five percentage points.,6.6928
2024,2004,state_senate,governor,state_senate_governor_2004.json,19,True,0.999999,True,-26.61,-30.57,-3.96,DEM,DEM,False,72326,62756,-9570,43127,68.72,32450,10677,24.76,CUMBERLAND:43127 (100.0%),direct_sf1_vtd:32450 (75.2%); historical_plan_cell:10677 (24.8%),review,Margin changes by two to five percentage points.,6.6064
2024,2004,state_house,president,state_house_president_2004.json,26,True,0.999897,True,35.11,32.29,-2.82,REP,REP,False,20489,16725,-3764,0,0.0,0,0,0.0,,,review,Margin changes by two to five percentage points.,6.4942
2022,2004,state_house,president,state_house_president_2004.json,59,True,1.000002,True,25.54,28.61,3.07,REP,REP,False,26126,30564,4438,18340,60.0,16750,1589,8.67,GUILFORD:18340 (100.0%),direct_sf1_vtd:16750 (91.3%); historical_plan_cell:1589 (8.7%),review,Margin changes by two to five percentage points.,6.4674
2024,2004,state_house,governor,state_house_governor_2004.json,83,True,0.999996,True,9.31,7.31,-2.0,REP,REP,False,26738,32659,5921,0,0.0,0,0,0.0,,,review,Margin changes by two to five percentage points.,6.4289
2024,2004,state_house,governor,state_house_governor_2004.json,99,True,0.999996,True,-46.23,-48.02,-1.79,DEM,DEM,False,13709,16881,3172,11228,66.51,10421,808,7.19,MECKLENBURG:11228 (100.0%),direct_sf1_vtd:10421 (92.8%); historical_plan_cell:808 (7.2%),no_outlier_detected,No material comparison outlier under the audit thresholds.,6.4176
2022,2004,state_house,governor,state_house_governor_2004.json,58,True,1.000003,True,-32.73,-37.17,-4.44,DEM,DEM,False,37238,33592,-3646,20415,60.77,19974,441,2.16,GUILFORD:20415 (100.0%),direct_sf1_vtd:19974 (97.8%); historical_plan_cell:441 (2.2%),review,Margin changes by two to five percentage points.,6.3982
2024,2004,state_house,governor,state_house_governor_2004.json,49,True,0.999996,True,-28.15,-31.57,-3.42,DEM,DEM,False,35599,30314,-5285,20756,68.47,19406,1350,6.5,WAKE:20756 (100.0%),direct_sf1_vtd:19406 (93.5%); historical_plan_cell:1350 (6.5%),review,Margin changes by two to five percentage points.,6.3892
2022,2004,state_house,governor,state_house_governor_2004.json,92,True,1.000003,True,-19.23,-22.83,-3.6,DEM,DEM,False,13298,15146,1848,10102,66.7,10102,0,0.0,MECKLENBURG:10102 (100.0%),direct_sf1_vtd:10102 (100.0%),review,Margin changes by two to five percentage points.,6.3794
2022,2004,state_house,governor,state_house_governor_2004.json,62,True,1.000003,True,-4.29,-1.22,3.07,DEM,DEM,False,28113,32748,4635,19631,59.94,16465,3166,16.13,GUILFORD:19631 (100.0%),direct_sf1_vtd:16465 (83.9%); historical_plan_cell:3166 (16.1%),review,Margin changes by two to five percentage points.,6.3674
2024,2004,state_senate,governor,state_senate_governor_2004.json,20,True,0.999999,True,-37.31,-38.95,-1.64,DEM,DEM,False,56030,69079,13049,2,0.0,0,2,100.0,WAKE:2 (100.0%),historical_plan_cell:2 (100.0%),review,Most linked urban votes use a shared historical plan-cell allocation.,6.2979
2022,2004,state_house,governor,state_house_governor_2004.json,42,True,1.000003,True,-27.8,-31.71,-3.91,DEM,DEM,False,18692,16538,-2154,11974,72.4,10167,1808,15.1,CUMBERLAND:11974 (100.0%),direct_sf1_vtd:10167 (84.9%); historical_plan_cell:1808 (15.1%),review,Margin changes by two to five percentage points.,6.2147
2024,2004,state_senate,president,state_senate_president_2004.json,4,True,0.999999,True,10.67,16.87,6.2,REP,REP,False,77053,77063,10,0,0.0,0,0,0.0,,,map_inspection,Margin changes by at least five percentage points.,6.2026
2024,2004,state_house,governor,state_house_governor_2004.json,72,True,0.999996,True,-36.83,-41.85,-5.02,DEM,DEM,False,32958,31074,-1884,23768,76.49,23768,0,0.0,FORSYTH:23768 (100.0%),direct_sf1_vtd:23768 (100.0%),map_inspection,Margin changes by at least five percentage points.,6.1633
2024,2004,state_senate,president,state_senate_president_2004.json,13,True,0.999999,True,29.04,23.77,-5.27,REP,REP,False,52521,54818,2297,37963,69.25,29750,8213,21.64,WAKE:37963 (100.0%),direct_sf1_vtd:29750 (78.4%); historical_plan_cell:8213 (21.6%),map_inspection,Margin changes by at least five percentage points.,6.1447
2022,2004,state_house,governor,state_house_governor_2004.json,108,True,1.000003,True,7.71,13.76,6.05,REP,REP,False,22061,22057,-4,16758,75.97,16758,0,0.0,GASTON:16758 (100.0%),direct_sf1_vtd:16758 (100.0%),production_calibration_review,Production margin was manually calibrated; this is not a clean geometry comparison.,6.0536
2024,2004,state_senate,president,state_senate_president_2004.json,18,True,0.999999,True,21.83,18.24,-3.59,REP,REP,False,60803,68264,7461,32649,47.83,24585,8065,24.7,WAKE:32649 (100.0%),direct_sf1_vtd:24585 (75.3%); historical_plan_cell:8065 (24.7%),review,Margin changes by two to five percentage points.,6.0442
2024,2004,state_house,president,state_house_president_2004.json,101,True,0.999897,True,7.31,4.71,-2.6,REP,REP,False,18816,22043,3227,14737,66.85,14736,1,0.01,MECKLENBURG:14737 (100.0%),direct_sf1_vtd:14736 (100.0%); historical_plan_cell:1 (0.0%),review,Margin changes by two to five percentage points.,6.0301
2024,2004,state_house,president,state_house_president_2004.json,7,True,0.999897,True,13.27,9.06,-4.21,REP,REP,False,26413,24094,-2319,0,0.0,0,0,0.0,,,review,Margin changes by two to five percentage points.,5.966
2022,2004,state_house,governor,state_house_governor_2004.json,38,True,1.000003,True,-63.28,-67.79,-4.51,DEM,DEM,False,27344,25359,-1985,17222,67.91,14754,2468,14.33,WAKE:17222 (100.0%),direct_sf1_vtd:14754 (85.7%); historical_plan_cell:2468 (14.3%),review,Margin changes by two to five percentage points.,5.9619
2024,2004,state_house,governor,state_house_governor_2004.json,36,True,0.999996,True,-6.29,-3.9,2.39,DEM,DEM,False,18774,22126,3352,15222,68.8,12502,2720,17.87,WAKE:15222 (100.0%),direct_sf1_vtd:12502 (82.1%); historical_plan_cell:2720 (17.9%),review,Margin changes by two to five percentage points.,5.9609
2024,2004,state_house,governor,state_house_governor_2004.json,29,True,0.999996,True,-51.02,-49.08,1.94,DEM,DEM,False,25378,30348,4970,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,5.8568
2022,2004,state_house,president,state_house_president_2004.json,18,True,1.000002,True,-5.89,-1.87,4.02,DEM,DEM,False,27627,30129,2502,22397,74.34,22396,1,0.0,NEW HANOVER:22397 (100.0%),direct_sf1_vtd:22396 (100.0%); historical_plan_cell:1 (0.0%),review,Margin changes by two to five percentage points.,5.8313
2024,2004,state_house,governor,state_house_governor_2004.json,6,True,0.999996,True,-3.45,-5.52,-2.07,DEM,DEM,False,19595,23257,3662,0,0.0,0,0,0.0,,,review,Margin changes by two to five percentage points.,5.8077
2024,2004,state_senate,president,state_senate_president_2004.json,17,True,0.999999,True,16.89,13.01,-3.88,REP,REP,False,35527,38743,3216,23646,61.03,14732,8913,37.69,WAKE:23646 (100.0%),direct_sf1_vtd:14732 (62.3%); historical_plan_cell:8913 (37.7%),review,Margin changes by two to five percentage points.,5.6905
2024,2004,state_house,president,state_house_president_2004.json,29,True,0.999897,True,-37.69,-39.47,-1.78,DEM,DEM,False,25514,30467,4953,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,5.6626
2022,2002,state_house,us_senate,state_house_us_senate_2002.json,62,True,1.0,True,24.59,26.77,2.18,REP,REP,False,19802,23237,3435,20818,89.59,16869,3949,18.97,GUILFORD:20818 (100.0%),direct_sf1_vtd:16869 (81.0%); historical_plan_cell:3949 (19.0%),review,Margin changes by two to five percentage points.,5.6493
2022,2004,state_house,governor,state_house_governor_2004.json,39,True,1.000003,True,-18.0,-21.79,-3.79,DEM,DEM,False,22349,20399,-1950,13983,68.55,9040,4943,35.35,WAKE:13983 (100.0%),direct_sf1_vtd:9040 (64.6%); historical_plan_cell:4943 (35.4%),review,Margin changes by two to five percentage points.,5.535
2022,2004,state_house,president,state_house_president_2004.json,33,True,1.000002,True,5.83,8.11,2.28,REP,REP,False,27863,23340,-4523,16052,68.77,11999,4053,25.25,WAKE:16052 (100.0%),direct_sf1_vtd:11999 (74.7%); historical_plan_cell:4053 (25.3%),review,Margin changes by two to five percentage points.,5.5266
2022,2002,state_house,us_senate,state_house_us_senate_2002.json,88,True,1.0,True,-26.8,-23.48,3.32,DEM,DEM,False,14481,16036,1555,13285,82.84,13285,0,0.0,MECKLENBURG:13285 (100.0%),direct_sf1_vtd:13285 (100.0%),review,Margin changes by two to five percentage points.,5.4676
2024,2004,state_house,governor,state_house_governor_2004.json,26,True,0.999996,True,4.53,2.79,-1.74,REP,REP,False,20461,16664,-3797,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,5.4515
2024,2004,state_house,governor,state_house_governor_2004.json,107,True,0.999996,True,-70.41,-74.41,-4.0,DEM,DEM,False,25376,23548,-1828,15608,66.28,15608,0,0.0,MECKLENBURG:15608 (100.0%),direct_sf1_vtd:15608 (100.0%),review,Margin changes by two to five percentage points.,5.4407
2024,2004,state_house,governor,state_house_governor_2004.json,33,True,0.999996,True,-26.32,-23.75,2.57,DEM,DEM,False,27310,23483,-3827,16085,68.5,12527,3558,22.12,WAKE:16085 (100.0%),direct_sf1_vtd:12527 (77.9%); historical_plan_cell:3558 (22.1%),review,Margin changes by two to five percentage points.,5.3726
2024,2004,state_house,president,state_house_president_2004.json,68,True,0.999897,True,50.29,45.48,-4.81,REP,REP,False,14938,14528,-410,0,0.0,0,0,0.0,,,review,Margin changes by two to five percentage points.,5.3589
2022,2004,state_senate,president,state_senate_president_2004.json,17,True,0.999997,True,25.13,23.33,-1.8,REP,REP,False,41500,48757,7257,30922,63.42,23668,7254,23.46,WAKE:30922 (100.0%),direct_sf1_vtd:23668 (76.5%); historical_plan_cell:7254 (23.5%),no_outlier_detected,No material comparison outlier under the audit thresholds.,5.2973
2022,2004,state_house,governor,state_house_governor_2004.json,59,True,1.000003,True,-3.85,-2.02,1.83,DEM,DEM,False,26130,30568,4438,18303,59.87,16707,1595,8.72,GUILFORD:18303 (100.0%),direct_sf1_vtd:16707 (91.3%); historical_plan_cell:1595 (8.7%),no_outlier_detected,No material comparison outlier under the audit thresholds.,5.2269
2024,2004,state_house,president,state_house_president_2004.json,42,True,0.999897,True,-22.16,-24.97,-2.81,DEM,DEM,False,19236,16920,-2316,12175,71.96,10041,2134,17.53,CUMBERLAND:12175 (100.0%),direct_sf1_vtd:10041 (82.5%); historical_plan_cell:2134 (17.5%),review,Margin changes by two to five percentage points.,5.218
2022,2004,state_house,president,state_house_president_2004.json,43,True,1.000002,True,9.7,14.04,4.34,REP,REP,False,27271,28382,1111,20487,72.18,16875,3611,17.63,CUMBERLAND:20487 (100.0%),direct_sf1_vtd:16875 (82.4%); historical_plan_cell:3611 (17.6%),review,Margin changes by two to five percentage points.,5.1548
2022,2004,state_senate,governor,state_senate_governor_2004.json,46,True,0.999999,True,-0.57,-5.44,-4.87,DEM,DEM,False,72949,73948,999,14959,20.23,0,14959,100.0,BUNCOMBE:14959 (100.0%),historical_plan_cell:14959 (100.0%),review,Margin changes by two to five percentage points.,5.1439
2024,2004,state_house,president,state_house_president_2004.json,52,True,0.999897,True,6.37,11.18,4.81,REP,REP,False,30340,30846,506,0,0.0,0,0,0.0,,,review,Margin changes by two to five percentage points.,5.1436
2024,2004,state_house,governor,state_house_governor_2004.json,101,True,0.999996,True,-16.82,-15.18,1.64,DEM,DEM,False,18624,21869,3245,14594,66.73,14593,1,0.01,MECKLENBURG:14594 (100.0%),direct_sf1_vtd:14593 (100.0%); historical_plan_cell:1 (0.0%),no_outlier_detected,No material comparison outlier under the audit thresholds.,5.1248
2024,2004,state_senate,governor,state_senate_governor_2004.json,15,True,0.999999,True,-25.41,-29.12,-3.71,DEM,DEM,False,79266,73775,-5491,47421,64.28,42482,4939,10.42,WAKE:47421 (100.0%),direct_sf1_vtd:42482 (89.6%); historical_plan_cell:4939 (10.4%),review,Margin changes by two to five percentage points.,5.0955
2024,2004,state_senate,governor,state_senate_governor_2004.json,26,True,0.999999,True,-4.47,-2.25,2.22,DEM,DEM,False,73934,84301,10367,28034,33.25,24710,3324,11.86,GUILFORD:28034 (100.0%),direct_sf1_vtd:24710 (88.1%); historical_plan_cell:3324 (11.9%),review,Margin changes by two to five percentage points.,5.0244
2024,2004,state_house,governor,state_house_governor_2004.json,52,True,0.999996,True,-21.71,-17.09,4.62,DEM,DEM,False,30068,30671,603,0,0.0,0,0,0.0,,,review,Margin changes by two to five percentage points.,5.0211
2022,2004,state_senate,governor,state_senate_governor_2004.json,17,True,0.999999,True,-0.85,-2.39,-1.54,DEM,DEM,False,41927,49218,7291,31064,63.12,23784,7280,23.44,WAKE:31064 (100.0%),direct_sf1_vtd:23784 (76.6%); historical_plan_cell:7280 (23.4%),no_outlier_detected,No material comparison outlier under the audit thresholds.,5.0179
2024,2004,state_house,president,state_house_president_2004.json,28,True,0.999897,True,39.23,36.25,-2.98,REP,REP,False,27045,29771,2726,0,0.0,0,0,0.0,,,review,Margin changes by two to five percentage points.,4.9959
2022,2004,state_house,governor,state_house_governor_2004.json,60,True,1.000003,True,-20.95,-24.38,-3.43,DEM,DEM,False,31477,29040,-2437,17048,58.7,14550,2498,14.65,GUILFORD:17048 (100.0%),direct_sf1_vtd:14550 (85.3%); historical_plan_cell:2498 (14.7%),review,Margin changes by two to five percentage points.,4.9784
2024,2004,state_senate,president,state_senate_president_2004.json,21,True,0.999999,True,26.92,25.02,-1.9,REP,REP,False,61721,71203,9482,20007,28.1,16727,3279,16.39,CUMBERLAND:20007 (100.0%),direct_sf1_vtd:16727 (83.6%); historical_plan_cell:3279 (16.4%),no_outlier_detected,No material comparison outlier under the audit thresholds.,4.9725
2022,2004,state_senate,governor,state_senate_governor_2004.json,26,True,0.999999,True,-8.0,-6.16,1.84,DEM,DEM,False,70944,81998,11054,26730,32.6,23089,3641,13.62,GUILFORD:26730 (100.0%),direct_sf1_vtd:23089 (86.4%); historical_plan_cell:3641 (13.6%),no_outlier_detected,No material comparison outlier under the audit thresholds.,4.9563
